ID_station;nom_station;adresse_station;longitude_WSG84;latitude_WSG84;nom_porteur;type_charge;nbre_pdc;type_connecteur;date_maj;observation
REN122;ETABLISSEMENT RENAULT DE GRENOBLE;;45,173605;5,714596;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN123;ETABLISSEMENT RENAULT DE LA TOUR-DU-PIN;;45,567900;5,426659;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN124;ETABLISSEMENT RENAULT DE ECHIROLLES;;45,141009;5,710189;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN125;ETABLISSEMENT RENAULT DE RIVES;;45,345462;5,497720;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN126;ETABLISSEMENT RENAULT DE VIENNE;;45,503113;4,853554;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN127;ETABLISSEMENT RENAULT DE VIZILLE;;45,083326;5,765401;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN128;ETABLISSEMENT RENAULT DE BOURGOIN-JALLIEU;;45,594099;5,270495;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN129;ETABLISSEMENT RENAULT DE SAINT-MARTIN-D'HERES;;45,170917;5,752442;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN130;ETABLISSEMENT RENAULT DE FONTAINE;;45,193896;5,675385;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN131;ETABLISSEMENT RENAULT DE LONS-LE-SAUNIER;;46,671627;5,568491;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN132;ETABLISSEMENT RENAULT DE DOLE;;47,112140;5,495922;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN133;ETABLISSEMENT RENAULT DE SAINT-CLAUDE;;46,382633;5,861635;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN134;ETABLISSEMENT RENAULT DE MONT-DE-MARSAN;;43,903286;-0,478727;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN135;ETABLISSEMENT RENAULT DE DAX;;43,715159;-1,055643;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN136;ETABLISSEMENT RENAULT DE AIRE-SUR-L'ADOUR;;43,722405;-0,264650;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN137;ETABLISSEMENT RENAULT DE BLOIS;;47,609102;1,310104;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN138;ETABLISSEMENT RENAULT DE ROMORANTIN-LANTHENAY;;47,338102;1,750225;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN139;ETABLISSEMENT RENAULT DE BRACIEUX;;47,544737;1,538067;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN140;ETABLISSEMENT RENAULT DE SAINT-ETIENNE;;45,459484;4,383300;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN141;ETABLISSEMENT RENAULT DE LE COTEAU;;46,014693;4,096542;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN142;ETABLISSEMENT RENAULT DE SAINT-CHAMOND;;45,479861;4,535189;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN143;ETABLISSEMENT RENAULT DE MONTBRISON;;45,599296;4,073568;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN144;ETABLISSEMENT RENAULT DE BRIVES-CHARENSAC;;45,048642;3,914841;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN145;ETABLISSEMENT RENAULT DE CHATEAUBRIANT;;47,700900;-1,403196;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN146;ETABLISSEMENT RENAULT DE ANCENIS;;47,371594;-1,188561;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN147;ETABLISSEMENT RENAULT DE GORGES;;47,096635;-1,293818;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN148;ETABLISSEMENT RENAULT DE PORNIC;;47,127993;-2,119162;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN149;ETABLISSEMENT RENAULT DE GUERANDE;;47,322077;-2,413165;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN150;ETABLISSEMENT RENAULT DE REZE;;47,155769;-1,537974;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN151;ETABLISSEMENT RENAULT DE SAINT-HERBLAIN;;47,249757;-1,615994;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN152;ETABLISSEMENT RENAULT DE SAINT-NAZAIRE;;47,258716;-2,274558;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN153;ETABLISSEMENT RENAULT DE AMILLY;;47,974651;2,732598;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN154;ETABLISSEMENT RENAULT DE PITHIVIERS;;48,180468;2,251842;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN155;ETABLISSEMENT RENAULT DE FLEURY-LES-AUBRAIS;;47,935882;1,894317;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN156;ETABLISSEMENT RENAULT DE GIEN;;47,709332;2,640147;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN157;ETABLISSEMENT RENAULT DE CAHORS;;44,424053;1,440153;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN158;ETABLISSEMENT RENAULT DE FIGEAC;;44,605191;2,012763;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN159;ETABLISSEMENT RENAULT DE AGEN;;44,188127;0,613761;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN160;ETABLISSEMENT RENAULT DE MARMANDE;;44,518061;0,120610;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN161;ETABLISSEMENT RENAULT DE VILLENEUVE-SUR-LOT;;44,404079;0,686243;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN162;ETABLISSEMENT RENAULT DE ANGERS;;47,456612;-0,533183;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN163;ETABLISSEMENT RENAULT DE CHOLET;;47,067012;-0,843423;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN164;ETABLISSEMENT RENAULT DE SAUMUR;;47,274395;-0,060785;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN165;ETABLISSEMENT RENAULT DE SAINT-LO;;49,105118;-1,067976;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN166;ETABLISSEMENT RENAULT DE TOURLAVILLE;;49,634592;-1,589045;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN167;ETABLISSEMENT RENAULT DE COUTANCES;;49,059113;-1,425483;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN168;ETABLISSEMENT RENAULT DE AVRANCHES;;48,681067;-1,342633;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN169;ETABLISSEMENT RENAULT DE GRANVILLE;;48,832938;-1,550555;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN170;ETABLISSEMENT RENAULT DE REIMS;;49,250556;4,019640;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN171;ETABLISSEMENT RENAULT DE CHALONS-EN-CHAMPAGNE;;48,971885;4,357648;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN172;ETABLISSEMENT RENAULT DE EPERNAY;;49,058046;3,965157;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN173;ETABLISSEMENT RENAULT DE VITRY-LE-FRANCOIS;;48,730389;4,603504;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN174;ETABLISSEMENT RENAULT DE CHAUMONT;;48,080043;5,152466;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN175;ETABLISSEMENT RENAULT DE MAYENNE;;48,299651;-0,597422;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN176;ETABLISSEMENT RENAULT DE CHATEAU-GONTIER;;47,836619;-0,688962;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN177;ETABLISSEMENT RENAULT DE SAINT-BERTHEVIN;;48,068357;-0,810861;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN178;ETABLISSEMENT RENAULT DE LUNEVILLE;;48,584260;6,489598;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN179;ETABLISSEMENT RENAULT DE LAXOU;;48,694840;6,137335;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN180;ETABLISSEMENT RENAULT DE PONT-A-MOUSSON;;48,909273;6,039229;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN181;ETABLISSEMENT RENAULT DE JARNY;;49,154168;5,891968;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN182;ETABLISSEMENT RENAULT DE BAR-LE-DUC;;48,767309;5,175275;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN183;ETABLISSEMENT RENAULT DE VERDUN;;49,163705;5,410318;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN184;ETABLISSEMENT RENAULT DE VANNES;;47,654477;-2,737582;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN185;ETABLISSEMENT RENAULT DE PONTIVY;;48,045956;-2,958559;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN186;ETABLISSEMENT RENAULT DE PLUNERET;;47,668845;-2,964282;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN187;ETABLISSEMENT RENAULT DE PLOERMEL;;47,931837;-2,386535;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN188;ETABLISSEMENT RENAULT DE CAUDAN;;47,785577;-3,332838;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN189;ETABLISSEMENT RENAULT DE SAINT-AVE;;47,699117;-2,768533;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN190;ETABLISSEMENT RENAULT DE METZ;;49,114939;6,190136;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN191;ETABLISSEMENT RENAULT DE TERVILLE;;49,346411;6,146646;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN192;ETABLISSEMENT RENAULT DE MARLY;;49,086710;6,141749;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN193;ETABLISSEMENT RENAULT DE SARREGUEMINES;;49,111343;7,095915;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN194;ETABLISSEMENT RENAULT DE BUHL-LORRAINE;;48,732531;7,080334;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN195;ETABLISSEMENT RENAULT DE SAINT-AVOLD;;49,119290;6,709397;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN196;ETABLISSEMENT RENAULT DE FORBACH;;49,177391;6,883186;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN197;ETABLISSEMENT RENAULT DE COSNE-COURS-SUR-LOIRE;;47,394704;2,922540;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN198;ETABLISSEMENT RENAULT DE VARENNES-VAUZELLES;;47,024612;3,147266;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN199;ETABLISSEMENT RENAULT DE ROUBAIX;;50,687259;3,176606;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN200;ETABLISSEMENT RENAULT DE SECLIN;;50,559307;3,035123;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN201;ETABLISSEMENT RENAULT DE FACHES-THUMESNIL;;50,580791;3,086255;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN202;ETABLISSEMENT RENAULT DE RONCQ;;50,739393;3,130920;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN203;ETABLISSEMENT RENAULT DE VALENCIENNES;;50,356256;3,502852;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN204;ETABLISSEMENT RENAULT DE SEQUEDIN;;50,628271;2,968622;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN205;ETABLISSEMENT RENAULT DE CAMBRAI;;50,179573;3,263047;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN206;ETABLISSEMENT RENAULT DE AVESNES-SUR-HELPE;;50,131737;3,940231;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN207;ETABLISSEMENT RENAULT DE WORMHOUT;;50,890483;2,463457;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN208;ETABLISSEMENT RENAULT DE DOUAI;;50,359987;3,080534;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN209;ETABLISSEMENT RENAULT DE DUNKERQUE;;51,021834;2,360138;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN210;ETABLISSEMENT RENAULT DE FEIGNIES;;50,280516;3,907810;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN211;ETABLISSEMENT RENAULT DE NIEPPE;;50,696095;2,860609;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN212;ETABLISSEMENT RENAULT DE TILLE;;49,455351;2,099283;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN213;ETABLISSEMENT RENAULT DE NOGENT-SUR-OISE;;49,277694;2,489580;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN214;ETABLISSEMENT RENAULT DE COMPIEGNE;;49,411988;2,809520;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN215;ETABLISSEMENT RENAULT DE SENLIS;;49,208470;2,600646;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN216;ETABLISSEMENT RENAULT DE CLERMONT;;49,384241;2,413629;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN217;ETABLISSEMENT RENAULT DE SAINT-MAXIMIN;;49,232605;2,466390;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN218;ETABLISSEMENT RENAULT DE CREPY-EN-VALOIS;;49,232226;2,874318;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN219;ETABLISSEMENT RENAULT DE ALENCON;;48,446137;0,112831;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN220;ETABLISSEMENT RENAULT DE FLERS;;48,730771;-0,578402;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN221;ETABLISSEMENT RENAULT DE ARGENTAN;;48,735708;-0,022214;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN222;ETABLISSEMENT RENAULT DE ARRAS;;50,298784;2,767996;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN223;ETABLISSEMENT RENAULT DE HENIN-BEAUMONT;;50,416340;2,976351;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN224;ETABLISSEMENT RENAULT DE OUTREAU;;50,697834;1,609148;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN225;ETABLISSEMENT RENAULT DE AVION;;50,399614;2,842420;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN226;ETABLISSEMENT RENAULT DE LOISON-SOUS-LENS;;50,442326;2,853705;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN227;ETABLISSEMENT RENAULT DE LONGUENESSE;;50,739785;2,278310;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN228;ETABLISSEMENT RENAULT DE CARVIN;;50,480998;2,936271;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN229;ETABLISSEMENT RENAULT DE COQUELLES;;50,937221;1,808437;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN230;ETABLISSEMENT RENAULT DE FOUQUIERES-LES-BETHUNE;;50,516995;2,622507;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN231;ETABLISSEMENT RENAULT DE BRUAY-LA-BUISSIERE;;50,492760;2,573819;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN232;ETABLISSEMENT RENAULT DE LIEVIN;;50,424825;2,781270;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN233;ETABLISSEMENT RENAULT DE BERCK;;50,408462;1,579039;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN234;ETABLISSEMENT RENAULT DE MANTES-LA-VILLE;;48,978904;1,692000;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN235;ETABLISSEMENT RENAULT DE CLERMONT-FERRAND;;45,781074;3,132490;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN236;ETABLISSEMENT RENAULT DE MALAUZAT;;45,887444;3,067913;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN237;ETABLISSEMENT RENAULT DE THIERS;;45,855149;3,508687;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN238;ETABLISSEMENT RENAULT DE ROCHEFORT-MONTAGNE;;45,735109;2,812636;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN239;ETABLISSEMENT RENAULT DE PAU;;43,304712;-0,326240;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN240;ETABLISSEMENT RENAULT DE OLORON-SAINTE-MARIE;;43,180269;-0,616396;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN241;ETABLISSEMENT RENAULT DE ORTHEZ;;43,480803;-0,748534;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN242;ETABLISSEMENT RENAULT DE BIARRITZ;;43,468942;-1,540974;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
REN243;ETABLISSEMENT RENAULT DE SAINT-JEAN-DE-LUZ;;43,398837;-1,641261;Renault;accélérée;;Type 3c;01/07/2014;Point de recharge accessible uniquement durant les horaires d'ouverture du point de vente. Pour tout renseignement : www.renault.fr
