n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilite;observations;date_maj
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24322*004;PERIGUEUX - Parking De La Gare;Parking De La Gare 24000 PERIGUEUX;24322;0,708173;45,187737;2;FR*S24*E24322*004*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24322*004;PERIGUEUX - Parking De La Gare;Parking De La Gare 24000 PERIGUEUX;24322;0,708173;45,187737;2;FR*S24*E24322*004*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24290*003;MONTIGNAC - D706 - Zone Commerciale Lacoste;D706 - Zone Commerciale Lacoste 24291 MONTIGNAC;24290;1,151401;45,055424;2;FR*S24*E24290*003*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24290*003;MONTIGNAC - D706 - Zone Commerciale Lacoste;D706 - Zone Commerciale Lacoste 24291 MONTIGNAC;24290;1,151401;45,055424;2;FR*S24*E24290*003*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24416*001;SAINT GENIES - Place De La Gare;Place De La Gare 24590 SAINT GENIES;24416;1,253506;44,993978;2;FR*S24*E24416*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24416*001;SAINT GENIES - Place De La Gare;Place De La Gare 24590 SAINT GENIES;24416;1,253506;44,993978;2;FR*S24*E24416*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24040*001;BEYNAC ET CAZENAC - Place D'Alsace;Place D'Alsace 24220 BEYNAC ET CAZENAC;24040;1,150119;44,839418;2;FR*S24*E24040*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24040*001;BEYNAC ET CAZENAC - Place D'Alsace;Place D'Alsace 24220 BEYNAC ET CAZENAC;24040;1,150119;44,839418;2;FR*S24*E24040*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24540*001;SORGES-ET-LIGUEUX-EN-PERIGORD - Place Jean Daniel;Place Jean Daniel 24420 SORGES-ET-LIGUEUX-EN-PERIGORD;24540;0,872856;45,305759;2;FR*S24*E24540*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24540*001;SORGES-ET-LIGUEUX-EN-PERIGORD - Place Jean Daniel;Place Jean Daniel 24420 SORGES-ET-LIGUEUX-EN-PERIGORD;24540;0,872856;45,305759;2;FR*S24*E24540*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24322*007;PERIGUEUX - Parking Du Centre Hospitalier;Parking Du Centre Hospitalier 24000 PERIGUEUX;24322;0,730312;45,192044;2;FR*S24*E24322*007*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24322*007;PERIGUEUX - Parking Du Centre Hospitalier;Parking Du Centre Hospitalier 24000 PERIGUEUX;24322;0,730312;45,192044;2;FR*S24*E24322*007*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24557*002;TRELISSAC - Place Napoleon Magne;Place Napoleon Magne 24750 TRELISSAC;24557;0,779958;45,195217;2;FR*S24*E24557*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24557*002;TRELISSAC - Place Napoleon Magne;Place Napoleon Magne 24750 TRELISSAC;24557;0,779958;45,195217;2;FR*S24*E24557*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24172*001;LES EYZIES DE TAYAC SIREUIL - Parking Avenue De La Forge;Parking Avenue De La Forge 24620 LES EYZIES DE TAYAC SIREUIL;24172;1,018297;44,934868;2;FR*S24*E24172*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24172*001;LES EYZIES DE TAYAC SIREUIL - Parking Avenue De La Forge;Parking Avenue De La Forge 24620 LES EYZIES DE TAYAC SIREUIL;24172;1,018297;44,934868;2;FR*S24*E24172*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24138*001;COULOUNIEIX CHAMIERS - Place De La Mairie;Place De La Mairie 24660 COULOUNIEIX CHAMIERS;24138;0,689566;45,19173;2;FR*S24*E24138*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24138*001;COULOUNIEIX CHAMIERS - Place De La Mairie;Place De La Mairie 24660 COULOUNIEIX CHAMIERS;24138;0,689566;45,19173;2;FR*S24*E24138*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24382*001;SAINT CAPRAISE DE LALINDE - D660 - Air De Campings Cars;D660 - Air De Campings Cars 24150 SAINT CAPRAISE DE LALINDE;24382;0,652252;44,842112;2;FR*S24*E24382*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24382*001;SAINT CAPRAISE DE LALINDE - D660 - Air De Campings Cars;D660 - Air De Campings Cars 24150 SAINT CAPRAISE DE LALINDE;24382;0,652252;44,842112;2;FR*S24*E24382*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24037*006;BERGERAC - Aire De Covoiturage - Pombonne;Aire De Covoiturage - Pombonne 24100 BERGERAC;24037;0,503334;44,870893;4;FR*S24*E24037*006*3;50;COMBO;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24037*006;BERGERAC - Aire De Covoiturage - Pombonne;Aire De Covoiturage - Pombonne 24100 BERGERAC;24037;0,503334;44,870893;4;FR*S24*E24037*006*1;43;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24037*006;BERGERAC - Aire De Covoiturage - Pombonne;Aire De Covoiturage - Pombonne 24100 BERGERAC;24037;0,503334;44,870893;4;FR*S24*E24037*006*4;4;EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24037*006;BERGERAC - Aire De Covoiturage - Pombonne;Aire De Covoiturage - Pombonne 24100 BERGERAC;24037;0,503334;44,870893;4;FR*S24*E24037*006*2;50;CHADEMO;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24067*002;LE BUGUE - Place De Pre Saint Louis;Place De Pre Saint Louis 24260 LE BUGUE;24067;0,926065;44,922066;2;FR*S24*E24067*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24067*002;LE BUGUE - Place De Pre Saint Louis;Place De Pre Saint Louis 24260 LE BUGUE;24067;0,926065;44,922066;2;FR*S24*E24067*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24450*001;SAINT MARTIAL DE NABIRAT - Parking Multiple Rural;Parking Multiple Rural 24250 SAINT MARTIAL DE NABIRAT;24450;1,262063;44,74526;2;FR*S24*E24450*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24450*001;SAINT MARTIAL DE NABIRAT - Parking Multiple Rural;Parking Multiple Rural 24250 SAINT MARTIAL DE NABIRAT;24450;1,262063;44,74526;2;FR*S24*E24450*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24577*001;VEZAC - Place Regis Magnol;Place Regis Magnol 24220 VEZAC;24577;1,165397;44,834118;2;FR*S24*E24577*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24577*001;VEZAC - Place Regis Magnol;Place Regis Magnol 24220 VEZAC;24577;1,165397;44,834118;2;FR*S24*E24577*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24068*001;LE BUISSON DE CADOUIN - Place Mianne;Place Mianne 24480 LE BUISSON DE CADOUIN;24068;0,912535;44,845737;2;FR*S24*E24068*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24068*001;LE BUISSON DE CADOUIN - Place Mianne;Place Mianne 24480 LE BUISSON DE CADOUIN;24068;0,912535;44,845737;2;FR*S24*E24068*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24294*002;MONTPON MENESTEROL - Place Du Foirail;Place Du Foirail 24700 MONTPON MENESTEROL;24294;0,165742;45,009018;2;FR*S24*E24294*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24294*002;MONTPON MENESTEROL - Place Du Foirail;Place Du Foirail 24700 MONTPON MENESTEROL;24294;0,165742;45,009018;2;FR*S24*E24294*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24129*002;CONDAT SUR TRINCOU - Mademoiselle Dessert - Parking Administratif - Avant;Mademoiselle Dessert - Parking Administratif - Avant 24530 CONDAT SUR TRINCOU;24129;0,704716;45,364297;2;FR*S24*E24129*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24129*002;CONDAT SUR TRINCOU - Mademoiselle Dessert - Parking Administratif - Avant;Mademoiselle Dessert - Parking Administratif - Avant 24530 CONDAT SUR TRINCOU;24129;0,704716;45,364297;2;FR*S24*E24129*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24026*001;BASSILLAC ET AUBEROCHE - Rue Jacques Prevert;Rue Jacques Prevert 24330 BASSILLAC ET AUBEROCHE;24026;0,815406;45,192721;2;FR*S24*E24026*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24026*001;BASSILLAC ET AUBEROCHE - Rue Jacques Prevert;Rue Jacques Prevert 24330 BASSILLAC ET AUBEROCHE;24026;0,815406;45,192721;2;FR*S24*E24026*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24098*002;CHAMPCEVINEL - Aquacap;Aquacap 24750 CHAMPCEVINEL;24098;0,743226;45,204577;2;FR*S24*E24098*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24098*002;CHAMPCEVINEL - Aquacap;Aquacap 24750 CHAMPCEVINEL;24098;0,743226;45,204577;2;FR*S24*E24098*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24002*001;AGONAC - Rue Du Stade;Rue Du Stade 24460 AGONAC;24002;0,751154;45,288015;2;FR*S24*E24002*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24002*001;AGONAC - Rue Du Stade;Rue Du Stade 24460 AGONAC;24002;0,751154;45,288015;2;FR*S24*E24002*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24218*001;JUMILHAC - Place Du Chateau;Place Du Chateau 24630 JUMILHAC;24218;1,060931;45,49306;2;FR*S24*E24218*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24218*001;JUMILHAC - Place Du Chateau;Place Du Chateau 24630 JUMILHAC;24218;1,060931;45,49306;2;FR*S24*E24218*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24020*001;LA BACHELLERIE - Aire De Covoiturage;Aire De Covoiturage  24210 LA BACHELLERIE;24020;1,170348;45,148058;4;FR*S24*E24020*001*4;4;EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24020*001;LA BACHELLERIE - Aire De Covoiturage;Aire De Covoiturage  24210 LA BACHELLERIE;24020;1,170348;45,148058;4;FR*S24*E24020*001*2;50;CHADEMO;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24020*001;LA BACHELLERIE - Aire De Covoiturage;Aire De Covoiturage  24210 LA BACHELLERIE;24020;1,170348;45,148058;4;FR*S24*E24020*001*3;50;COMBO;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24020*001;LA BACHELLERIE - Aire De Covoiturage;Aire De Covoiturage  24210 LA BACHELLERIE;24020;1,170348;45,148058;4;FR*S24*E24020*001*1;43;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24064*001;BRANTOME - Boulevard Charlemagne (Parking);Boulevard Charlemagne (Parking) 24310 BRANTOME;24064;0,647709;45,364911;2;FR*S24*E24064*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24064*001;BRANTOME - Boulevard Charlemagne (Parking);Boulevard Charlemagne (Parking) 24310 BRANTOME;24064;0,647709;45,364911;2;FR*S24*E24064*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24396*001;SAINT CYPRIEN - Place Mackenheim;Place Mackenheim 24220 SAINT CYPRIEN;24396;1,044134;44,868399;2;FR*S24*E24396*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24396*001;SAINT CYPRIEN - Place Mackenheim;Place Mackenheim 24220 SAINT CYPRIEN;24396;1,044134;44,868399;2;FR*S24*E24396*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24360*001;SAGELAT - Auberge De La Nauze (Parking);Auberge De La Nauze (Parking) 24170 SAGELAT;24360;1,012185;44,786625;2;FR*S24*E24360*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24360*001;SAGELAT - Auberge De La Nauze (Parking);Auberge De La Nauze (Parking) 24170 SAGELAT;24360;1,012185;44,786625;2;FR*S24*E24360*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24350*001;RAZAC SUR L'ISLE - Place Roger Gauthier;Place Roger Gauthier 24430 RAZAC SUR L'ISLE;24350;0,600758;45,164208;2;FR*S24*E24350*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24350*001;RAZAC SUR L'ISLE - Place Roger Gauthier;Place Roger Gauthier 24430 RAZAC SUR L'ISLE;24350;0,600758;45,164208;2;FR*S24*E24350*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24571*001;VERGT - Place Charles Mangold;Place Charles Mangold 24380 VERGT;24571;0,718481;45,026386;2;FR*S24*E24571*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24571*001;VERGT - Place Charles Mangold;Place Charles Mangold 24380 VERGT;24571;0,718481;45,026386;2;FR*S24*E24571*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24194*001;GARDONNE - Rue De La Mairie;Rue De La Mairie 24680 GARDONNE;24194;0,331995;44,836281;2;FR*S24*E24194*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24194*001;GARDONNE - Rue De La Mairie;Rue De La Mairie 24680 GARDONNE;24194;0,331995;44,836281;2;FR*S24*E24194*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24037*002;BERGERAC - Place Du Foirail;Place Du Foirail 24100 BERGERAC;24037;0,487476;44,850058;1;FR*S24*E24037*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24037*002;BERGERAC - Place Du Foirail;Place Du Foirail 24100 BERGERAC;24037;0,487476;44,850058;1;FR*S24*E24037*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24152*001;DOMME - L'Esplanade (Parking) - Rue Du Repos;L'Esplanade (Parking) - Rue Du Repos 24250 DOMME;24152;1,21471;44,803702;2;FR*S24*E24152*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24152*001;DOMME - L'Esplanade (Parking) - Rue Du Repos;L'Esplanade (Parking) - Rue Du Repos 24250 DOMME;24152;1,21471;44,803702;2;FR*S24*E24152*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24096*001;CHAMPAGNAC DE BELAIR - Parking Avenue Charles Serre;Parking Avenue Charles Serre 24530 CHAMPAGNAC DE BELAIR;24096;0,698037;45,392224;2;FR*S24*E24096*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24096*001;CHAMPAGNAC DE BELAIR - Parking Avenue Charles Serre;Parking Avenue Charles Serre 24530 CHAMPAGNAC DE BELAIR;24096;0,698037;45,392224;2;FR*S24*E24096*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24322*003;PERIGUEUX - Place Francheville;Place Francheville 24000 PERIGUEUX;24322;0,718926;45,182871;2;FR*S24*E24322*003*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24322*003;PERIGUEUX - Place Francheville;Place Francheville 24000 PERIGUEUX;24322;0,718926;45,182871;2;FR*S24*E24322*003*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24560*001;BOUNIAGUES - Parking N21;Parking N21 24054 BOUNIAGUES;24560;0,526162;44,759462;2;FR*S24*E24560*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24560*001;BOUNIAGUES - Parking N21;Parking N21 24054 BOUNIAGUES;24560;0,526162;44,759462;2;FR*S24*E24560*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24289*001;MONTCARET - Place Tournier;Place Tournier 24230 MONTCARET;24289;0,065287;44,852802;2;FR*S24*E24289*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24289*001;MONTCARET - Place Tournier;Place Tournier 24230 MONTCARET;24289;0,065287;44,852802;2;FR*S24*E24289*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24443*001;SAINT LEON SUR VEZERE - Le Bourg - Parking Camping Cars;Le Bourg - Parking Camping Cars 24290 SAINT LEON SUR VEZERE;24443;1,089969;45,011402;2;FR*S24*E24443*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24443*001;SAINT LEON SUR VEZERE - Le Bourg - Parking Camping Cars;Le Bourg - Parking Camping Cars 24290 SAINT LEON SUR VEZERE;24443;1,089969;45,011402;2;FR*S24*E24443*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24328*001;PIEGUT PLUVIERS - Rue Des Allies Place Du Marche;Rue Des Allies Place Du Marche 24360 PIEGUT PLUVIERS;24328;0,68793;45,624321;2;FR*S24*E24328*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24328*001;PIEGUT PLUVIERS - Rue Des Allies Place Du Marche;Rue Des Allies Place Du Marche 24360 PIEGUT PLUVIERS;24328;0,68793;45,624321;2;FR*S24*E24328*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24053*003;SAINT LAURENT SUR MANOIRE (BOULAZAC ISLE MANOIRE) - Parking Mairie;Parking Mairie 24330 SAINT LAURENT SUR MANOIRE (BOULAZAC ISLE MANOIRE);24053;0,794854;45,148569;2;FR*S24*E24053*003*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24053*003;SAINT LAURENT SUR MANOIRE (BOULAZAC ISLE MANOIRE) - Parking Mairie;Parking Mairie 24330 SAINT LAURENT SUR MANOIRE (BOULAZAC ISLE MANOIRE);24053;0,794854;45,148569;2;FR*S24*E24053*003*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24222*001;LA FORCE - Parking Avenue Des Ducs De La Force;Parking Avenue Des Ducs De La Force 24130 LA FORCE;24222;0,375686;44,867257;2;FR*S24*E24222*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24222*001;LA FORCE - Parking Avenue Des Ducs De La Force;Parking Avenue Des Ducs De La Force 24130 LA FORCE;24222;0,375686;44,867257;2;FR*S24*E24222*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDE 24;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S24*P24544*001;TAMNIES - Place Salle Des Fetes;Place Salle Des Fetes 24620 TAMNIES;24544;1,15009;44,966335;2;FR*S24*E24544*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
