n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilite;observations;date_maj
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33005*002;ANDERNOS LES BAINS - Boulevard De La Plage/ Parking Port Ostreicole;Boulevard De La Plage/ Parking Port Ostreicole 33510 ANDERNOS LES BAINS;33005;-1,106562354;44,74374066;2;FR*S33*E33005*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33166*001;LE FIEU - Le Bourg Parking Angle Rue De La Gravette;Le Bourg Parking Angle Rue De La Gravette 33230 LE FIEU;33166;-0,032427246;45,05923964;2;FR*S33*E33166*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33166*001;LE FIEU - Le Bourg Parking Angle Rue De La Gravette;Le Bourg Parking Angle Rue De La Gravette 33230 LE FIEU;33166;-0,032427246;45,05923964;2;FR*S33*E33166*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33382*001;SAINT CHRISTOLY DE BLAYE - Vc N°6 Le Bourg;Vc N°6 Le Bourg 33920 SAINT CHRISTOLY DE BLAYE;33382;-0,507449272;45,13012533;2;FR*S33*E33382*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33382*001;SAINT CHRISTOLY DE BLAYE - Vc N°6 Le Bourg;Vc N°6 Le Bourg 33920 SAINT CHRISTOLY DE BLAYE;33382;-0,507449272;45,13012533;2;FR*S33*E33382*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33484*001;SAINT SYMPHORIEN - Place Michelet;Place Michelet 33113 SAINT SYMPHORIEN;33484;-0,48838209;44,42978139;2;FR*S33*E33484*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33484*001;SAINT SYMPHORIEN - Place Michelet;Place Michelet 33113 SAINT SYMPHORIEN;33484;-0,48838209;44,42978139;2;FR*S33*E33484*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33324*001;PINEUILH - Place De La Mairie;Place De La MairIe 33220 PINEUILH;33324;0,226371;44,830223;2;FR*S33*E33324*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33324*001;PINEUILH - Place De La Mairie;Place De La MairIe 33220 PINEUILH;33324;0,226371;44,830223;2;FR*S33*E33324*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33461*001;SAINT-PHILIPPE-D'AIGUILHE - Centre Bourg;Centre Bourg 33350 SAINT-PHILIPPE-D'AIGUILHE;33461;-0,031378891;44,9141107;2;FR*S33*E33461*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33461*001;SAINT-PHILIPPE-D'AIGUILHE - Centre Bourg;Centre Bourg 33350 SAINT-PHILIPPE-D'AIGUILHE;33461;-0,031378891;44,9141107;2;FR*S33*E33461*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33373*001;SAINT ANTOINE SUR L ISLE - Avenue De La Libération / Rue Bartebrune;Avenue De La Libération / Rue Bartebrune 33660 SAINT ANTOINE SUR L ISLE;33373;0,040667653;45,02743386;2;FR*S33*E33373*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33373*001;SAINT ANTOINE SUR L ISLE - Avenue De La Libération / Rue Bartebrune;Avenue De La Libération / Rue Bartebrune 33660 SAINT ANTOINE SUR L ISLE;33373;0,040667653;45,02743386;2;FR*S33*E33373*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33506*002;SAUVETERRE DE GUYENNE - Parking Cimetière;Parking Cimetière 33540 SAUVETERRE DE GUYENNE;33506;-0,088728;44,694388;2;FR*S33*E33506*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33506*002;SAUVETERRE DE GUYENNE - Parking Cimetière;Parking Cimetière 33540 SAUVETERRE DE GUYENNE;33506;-0,088728;44,694388;2;FR*S33*E33506*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33327*001;PODENSAC - Place Gambetta;Place Gambetta 33720 PODENSAC;33327;-0,354771763;44,65034995;2;FR*S33*E33327*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33327*001;PODENSAC - Place Gambetta;Place Gambetta 33720 PODENSAC;33327;-0,354771763;44,65034995;2;FR*S33*E33327*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33058*003;BLAYE -  Place Des  Cones / Angle Esplanade De La Citadelle;Place Des  Cones / Angle Esplanade De La Citadelle 33390 BLAYE;33058;-0,6631594;45,131039;2;FR*S33*E33058*003*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33058*003;BLAYE -  Place Des  Cones / Angle Esplanade De La Citadelle;Place Des  Cones / Angle Esplanade De La Citadelle 33390 BLAYE;33058;-0,6631594;45,131039;2;FR*S33*E33058*003*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33227*002;LANGON - Place  Du Foirail;Place  Du Foirail 33210 LANGON;33227;-0,248037;44,555327;2;FR*S33*E33227*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33227*002;LANGON - Place  Du Foirail;Place  Du Foirail 33210 LANGON;33227;-0,248037;44,555327;2;FR*S33*E33227*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33104*001;CASTELNAU  DE MEDOC - Parking Mairie;Parking Mairie 33480 CASTELNAU  DE MEDOC;33104;-0,797203;45,025739;2;FR*S33*E33104*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEEG 33;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S33*P33104*001;CASTELNAU  DE MEDOC - Parking Mairie;Parking Mairie 33480 CASTELNAU  DE MEDOC;33104;-0,797203;45,025739;2;FR*S33*E33104*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47004*002;AIGUILLON - Rue De Vise;Rue De Vise 47190 AIGUILLON;47004;0,34055556;44,3011111;2;FR*S47*E47004*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47004*002;AIGUILLON - Rue De Vise;Rue De Vise 47190 AIGUILLON;47004;0,34055556;44,3011111;2;FR*S47*E47004*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47097*001;FEUGAROLLES - Parking De La Mairie;Parking De La Mairie 47230 FEUGAROLLES;47097;0,347643;44,222727;2;FR*S47*E47097*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47097*001;FEUGAROLLES - Parking De La Mairie;Parking De La Mairie 47230 FEUGAROLLES;47097;0,347643;44,222727;2;FR*S47*E47097*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47065*001;CLAIRAC - Parking Tivoli;Parking Tivoli 47320 CLAIRAC;47065;0,376292;44,36061;2;FR*S47*E47065*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47065*001;CLAIRAC - Parking Tivoli;Parking Tivoli 47320 CLAIRAC;47065;0,376292;44,36061;2;FR*S47*E47065*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47086*001;DURAS - Place De L'Union;Place De L'Union 47120 DURAS;47086;0,18111111;44,6755556;2;FR*S47*E47086*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47086*001;DURAS - Place De L'Union;Place De L'Union 47120 DURAS;47086;0,18111111;44,6755556;2;FR*S47*E47086*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47051*001;CASTELCULIER - Rue LesBoulbenes;Rue LesBoulbenes 47240 CASTELCULIER;47051;0,689687;44,175272;2;FR*S47*E47051*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47051*001;CASTELCULIER - Rue LesBoulbenes;Rue LesBoulbenes 47240 CASTELCULIER;47051;0,689687;44,175272;2;FR*S47*E47051*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47201*002;LE PASSAGE - Place De La République;Place De La République 47520 LE PASSAGE;47201;0,606086;44,201248;2;FR*S47*E47201*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47201*002;LE PASSAGE - Place De La République;Place De La République 47520 LE PASSAGE;47201;0,606086;44,201248;2;FR*S47*E47201*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47252*002;SAINTE LIVRADE SUR LOT - Faubourg Gardette;Faubourg Gardette 47110 SAINTE LIVRADE SUR LOT;47252;0,591341;44,398442;2;FR*S47*E47252*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47252*002;SAINTE LIVRADE SUR LOT - Faubourg Gardette;Faubourg Gardette 47110 SAINTE LIVRADE SUR LOT;47252;0,591341;44,398442;2;FR*S47*E47252*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47179*001;MONSEMPRON-LIBOS - Rue Des Ecoles;Rue Des Ecoles 47500 MONSEMPRON-LIBOS;47179;0,943916;44,482043;2;FR*S47*E47179*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47179*001;MONSEMPRON-LIBOS - Rue Des Ecoles;Rue Des Ecoles 47500 MONSEMPRON-LIBOS;47179;0,943916;44,482043;2;FR*S47*E47179*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47138*001;LAROQUE TIMBAUT - Place De L'Hôtel De Ville;Place De L'Hôtel De Ville 47340 LAROQUE TIMBAUT;47138;0,76361111;44,2830556;2;FR*S47*E47138*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47138*001;LAROQUE TIMBAUT - Place De L'Hôtel De Ville;Place De L'Hôtel De Ville 47340 LAROQUE TIMBAUT;47138;0,76361111;44,2830556;2;FR*S47*E47138*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47209*001;PONT-DU-CASSE - Parking Centre Bourg;Parking Centre Bourg 47480 PONT-DU-CASSE;47209;0,681062;44,23138;2;FR*S47*E47209*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47209*001;PONT-DU-CASSE - Parking Centre Bourg;Parking Centre Bourg 47480 PONT-DU-CASSE;47209;0,681062;44,23138;2;FR*S47*E47209*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47032*004;BON ENCONTRE - Parking Redon;Parking Redon 47240 BON ENCONTRE;47032;0,656492;44,190346;2;FR*S47*E47032*004*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47032*004;BON ENCONTRE - Parking Redon;Parking Redon 47240 BON ENCONTRE;47032;0,656492;44,190346;2;FR*S47*E47032*004*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47175*001;MONFLANQUIN - Place Yves Balségur;Place Yves Balségur 47150 MONFLANQUIN;47175;0,767955;44,53087;2;FR*S47*E47175*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47175*001;MONFLANQUIN - Place Yves Balségur;Place Yves Balségur 47150 MONFLANQUIN;47175;0,767955;44,53087;2;FR*S47*E47175*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47310*002;TONNEINS - Maréchal Foch;Maréchal Foch 47400 TONNEINS;47310;0,310212;44,390132;2;FR*S47*E47310*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47310*002;TONNEINS - Maréchal Foch;Maréchal Foch 47400 TONNEINS;47310;0,310212;44,390132;2;FR*S47*E47310*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47001*003;AGEN - Monseigneur Pouzet - côté cathédrale;Monseigneur Prouzet - côté cathédrale 47000 AGEN;47001;0,619786;44,206919;2;FR*S47*E47001*003*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47001*003;AGEN - Monseigneur Pouzet - côté cathédrale;Monseigneur Prouzet - côté cathédrale 47000 AGEN;47001;0,619786;44,206919;2;FR*S47*E47001*003*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47210*001;PORT SAINTE MARIE - Parking Rue Pasteur;Parking Rue Pasteur 47130 PORT SAINTE MARIE;47210;0,39916667;44,2497222;2;FR*S47*E47210*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47210*001;PORT SAINTE MARIE - Parking Rue Pasteur;Parking Rue Pasteur 47130 PORT SAINTE MARIE;47210;0,39916667;44,2497222;2;FR*S47*E47210*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47195*002;NÉRAC - Foirail - Gauche;Foirail - Gauche 47600 NÉRAC;47195;0,335646272;44,13411648;2;FR*S47*E47195*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47195*002;NÉRAC - Foirail - Gauche;Foirail - Gauche 47600 NÉRAC;47195;0,335646272;44,13411648;2;FR*S47*E47195*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47157*002;MARMANDE - Place De La Laicité;Place De La Laicité 47200 MARMANDE;47157;0,16861111;44,4986111;2;FR*S47*E47157*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47157*002;MARMANDE - Place De La Laicité;Place De La Laicité 47200 MARMANDE;47157;0,16861111;44,4986111;2;FR*S47*E47157*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47079*001;DAUSSE - Place Du 8 Mai 1945;Place Du 8 Mai 1945 47140 DAUSSE;47079;0,89083333;44,3836111;2;FR*S47*E47079*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47079*001;DAUSSE - Place Du 8 Mai 1945;Place Du 8 Mai 1945 47140 DAUSSE;47079;0,89083333;44,3836111;2;FR*S47*E47079*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47142*001;LAUZUN - Avenue De Schlierbach;Avenue De Schlierbach 47410 LAUZUN;47142;0,459611;44,630515;2;FR*S47*E47142*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47142*001;LAUZUN - Avenue De Schlierbach;Avenue De Schlierbach 47410 LAUZUN;47142;0,459611;44,630515;2;FR*S47*E47142*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47004*003;AIGUILLON - Parking Avenue Jf Poncet;Parking Avenue Jf Poncet 47190 AIGUILLON;47004;0,339443;44,295475;4;FR*S47*E47004*003*1;43;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47004*003;AIGUILLON - Parking Avenue Jf Poncet;Parking Avenue Jf Poncet 47190 AIGUILLON;47004;0,339443;44,295475;4;FR*S47*E47004*003*3;50;COMBO;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47004*003;AIGUILLON - Parking Avenue Jf Poncet;Parking Avenue Jf Poncet 47190 AIGUILLON;47004;0,339443;44,295475;4;FR*S47*E47004*003*2;50;CHADEMO;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47004*003;AIGUILLON - Parking Avenue Jf Poncet;Parking Avenue Jf Poncet 47190 AIGUILLON;47004;0,339443;44,295475;4;FR*S47*E47004*003*4;4;EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47065*002;CLAIRAC - Place Vicoze;Place Vicoze 47320 CLAIRAC;47065;0,378629;44,361179;2;FR*S47*E47065*002*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47065*002;CLAIRAC - Place Vicoze;Place Vicoze 47320 CLAIRAC;47065;0,378629;44,361179;2;FR*S47*E47065*002*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47001*004;AGEN - Parking Cinéma;Parking Cinéma 47000 AGEN;47001;0,627324;44,20568;2;FR*S47*E47001*004*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47001*004;AGEN - Parking Cinéma;Parking Cinéma 47000 AGEN;47001;0,627324;44,20568;2;FR*S47*E47001*004*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47143*001;LAVARDAC - Place Du Foirail;Place Du Foirail 47230 LAVARDAC;47143;0,29861111;44,1791667;2;FR*S47*E47143*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47143*001;LAVARDAC - Place Du Foirail;Place Du Foirail 47230 LAVARDAC;47143;0,29861111;44,1791667;2;FR*S47*E47143*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47001*006;AGEN - Général De Gaulle - Grand Café Foy;Général De Gaulle - Grand Café Foy 47000 AGEN;47001;0,611923;44,203744;2;FR*S47*E47001*006*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47001*006;AGEN - Général De Gaulle - Grand Café Foy;Général De Gaulle - Grand Café Foy 47000 AGEN;47001;0,611923;44,203744;2;FR*S47*E47001*006*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47195*001;NÉRAC - Foirail - Droite;Foirail - Droite 47600 NÉRAC;47195;0,335512161;44,13435903;2;FR*S47*E47195*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47195*001;NÉRAC - Foirail - Droite;Foirail - Droite 47600 NÉRAC;47195;0,335512161;44,13435903;2;FR*S47*E47195*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47233*001;SAINTE BAZEILLE - Place Docteur Belot - Droite;Place Reux 47180 SAINTE BAZEILLE;47233;0,095448;44,530309;2;FR*S47*E47233*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47233*001;SAINTE BAZEILLE - Place Docteur Belot - Droite;Place Reux 47180 SAINTE BAZEILLE;47233;0,095448;44,530309;2;FR*S47*E47233*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47157*001;MARMANDE - Place Birac;Place Birac 47200 MARMANDE;47157;0,16722222;44,4966667;2;FR*S47*E47157*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47157*001;MARMANDE - Place Birac;Place Birac 47200 MARMANDE;47157;0,16722222;44,4966667;2;FR*S47*E47157*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47326*001;VIRAZEIL - Aire De Covoiturage;Aire De Covoiturage 47200 VIRAZEIL;47326;0,216507912;44,5060629;2;FR*S47*E47326*001*1;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47326*001;VIRAZEIL - Aire De Covoiturage;Aire De Covoiturage 47200 VIRAZEIL;47326;0,216507912;44,5060629;2;FR*S47*E47326*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
SDEE 47;BOUYGUES ENERGIES ET SERVICES;MObiVE;FR*S47*P47057*001;CASTILLONNES - Place Jasmin;Place Jasmin 47330 CASTILLONNES;47057;0,59138889;44,6516667;2;FR*S47*E47057*001*2;18;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;31/03/2020
