,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
70,2020-11-30,36114.703716081414,34229.27322353906,36554.11129866463,36096.03547848319,36133.42832642942,-722.8440183245959,-722.8440183245959,-722.8440183245959,-722.8440183245959,-722.8440183245959,-722.8440183245959,0.0,0.0,0.0,35391.859697756816
71,2020-12-31,36542.51087616682,34605.23168482234,36855.719844304156,36520.89439638847,36563.728157284415,-820.0820674197169,-820.0820674197169,-820.0820674197169,-820.0820674197169,-820.0820674197169,-820.0820674197169,0.0,0.0,0.0,35722.42880874711
72,2021-01-31,36970.31803625223,35594.2928297084,37859.038477212205,36945.68256322102,36994.350671608234,-248.90425228441666,-248.90425228441666,-248.90425228441666,-248.90425228441666,-248.90425228441666,-248.90425228441666,0.0,0.0,0.0,36721.413783967815
73,2021-02-28,37356.72450342615,35635.67856468184,37913.53383186779,37329.53028077619,37384.00455557122,-573.9674967409293,-573.9674967409293,-573.9674967409293,-573.9674967409293,-573.9674967409293,-573.9674967409293,0.0,0.0,0.0,36782.75700668522
74,2021-03-31,37784.531663511574,37164.97697393445,39486.19846473164,37753.8408159121,37814.88465770043,560.9759346758725,560.9759346758725,560.9759346758725,560.9759346758725,560.9759346758725,560.9759346758725,0.0,0.0,0.0,38345.50759818745
75,2021-04-30,38198.538592626486,37433.233166628364,39660.419748309854,38164.77239518995,38232.6383773625,335.3653161928219,335.3653161928219,335.3653161928219,335.3653161928219,335.3653161928219,335.3653161928219,0.0,0.0,0.0,38533.90390881931
76,2021-05-31,38626.34575271189,38025.619200799505,40262.77033812811,38589.49886528649,38663.7481012402,480.91287564340075,480.91287564340075,480.91287564340075,480.91287564340075,480.91287564340075,480.91287564340075,0.0,0.0,0.0,39107.25862835529
77,2021-06-30,39040.35268182681,38286.47974072654,40509.21267305806,38999.78286684743,39080.70495717372,341.34174665917084,341.34174665917084,341.34174665917084,341.34174665917084,341.34174665917084,341.34174665917084,0.0,0.0,0.0,39381.69442848598
78,2021-07-31,39468.15984191222,38794.96169398275,41131.53893346818,39423.71014035146,39511.337165550336,509.2244481074336,509.2244481074336,509.2244481074336,509.2244481074336,509.2244481074336,509.2244481074336,0.0,0.0,0.0,39977.38429001965
79,2021-08-31,39895.96700199763,38472.778285149274,40652.89148552758,39847.91483235858,39942.9023338134,-296.73508233479475,-296.73508233479475,-296.73508233479475,-296.73508233479475,-296.73508233479475,-296.73508233479475,0.0,0.0,0.0,39599.23191966284
80,2021-09-30,40309.973931112545,38811.94380169847,41093.53827306477,40257.676787987795,40359.988567979264,-384.7052774932929,-384.7052774932929,-384.7052774932929,-384.7052774932929,-384.7052774932929,-384.7052774932929,0.0,0.0,0.0,39925.26865361925
81,2021-10-31,40737.781091197954,39268.965010326094,41661.52999560173,40681.75484724286,40792.72394252237,-292.01230778688006,-292.01230778688006,-292.01230778688006,-292.01230778688006,-292.01230778688006,-292.01230778688006,0.0,0.0,0.0,40445.76878341108
82,2021-11-30,41151.78802031287,39479.4098147859,41720.268664740084,41090.527165491425,41209.755353438326,-522.6755655342782,-522.6755655342782,-522.6755655342782,-522.6755655342782,-522.6755655342782,-522.6755655342782,0.0,0.0,0.0,40629.112454778595
83,2021-12-31,41579.59518039828,39599.1550541,41903.84810820734,41512.71291499624,41641.22530996975,-825.2707828975908,-825.2707828975908,-825.2707828975908,-825.2707828975908,-825.2707828975908,-825.2707828975908,0.0,0.0,0.0,40754.32439750069
84,2022-01-31,42007.4023404837,40614.56484795828,42918.91326616063,41936.72595331764,42074.219337493,-206.00225983509057,-206.00225983509057,-206.00225983509057,-206.00225983509057,-206.00225983509057,-206.00225983509057,0.0,0.0,0.0,41801.40008064861
85,2022-02-28,42393.80880765762,40234.73774264658,42528.45986729387,42319.993646355775,42465.3419273653,-1017.5866411905034,-1017.5866411905034,-1017.5866411905034,-1017.5866411905034,-1017.5866411905034,-1017.5866411905034,0.0,0.0,0.0,41376.222166467116
86,2022-03-31,42821.615967743026,42512.14830355367,44831.31959134072,42744.56537086721,42897.795616523654,868.474860289957,868.474860289957,868.474860289957,868.474860289957,868.474860289957,868.474860289957,0.0,0.0,0.0,43690.09082803298
87,2022-04-30,43235.62289685794,42574.82825371086,44822.58995620496,43153.750245362186,43314.88812067767,518.6225939210161,518.6225939210161,518.6225939210161,518.6225939210161,518.6225939210161,518.6225939210161,0.0,0.0,0.0,43754.24549077895
88,2022-05-31,43663.430056943354,43100.88542082878,45440.86056000921,43576.21946914114,43746.474096658116,591.7794984629124,591.7794984629124,591.7794984629124,591.7794984629124,591.7794984629124,591.7794984629124,0.0,0.0,0.0,44255.20955540627
89,2022-06-30,44077.43698605827,42918.69794527877,45095.589954773415,43986.13389945407,44164.39215375861,-22.18461941087902,-22.18461941087902,-22.18461941087902,-22.18461941087902,-22.18461941087902,-22.18461941087902,0.0,0.0,0.0,44055.252366647386
90,2022-07-31,44505.244146143676,43901.00581685991,46204.546983736815,44409.55024845953,44596.97003014355,612.3655667242624,612.3655667242624,612.3655667242624,612.3655667242624,612.3655667242624,612.3655667242624,0.0,0.0,0.0,45117.60971286794
91,2022-08-31,44933.051306229085,43280.85186404304,45586.7710663868,44834.404063891925,45029.39255839048,-488.88743924650356,-488.88743924650356,-488.88743924650356,-488.88743924650356,-488.88743924650356,-488.88743924650356,0.0,0.0,0.0,44444.163866982584
92,2022-09-30,45347.058235344004,44102.93804116189,46416.11803963869,45244.203678483034,45448.58169604462,-63.87718697771746,-63.87718697771746,-63.87718697771746,-63.87718697771746,-63.87718697771746,-63.87718697771746,0.0,0.0,0.0,45283.181048366285
93,2022-10-31,45774.86539542941,44143.126558788805,46439.00315453359,45666.26688420579,45881.53042465129,-498.9564724063161,-498.9564724063161,-498.9564724063161,-498.9564724063161,-498.9564724063161,-498.9564724063161,0.0,0.0,0.0,45275.9089230231
94,2022-11-30,46188.872324544325,44789.04790483276,47042.52929187641,46076.03180793527,46299.11173292544,-321.776158950598,-321.776158950598,-321.776158950598,-321.776158950598,-321.776158950598,-321.776158950598,0.0,0.0,0.0,45867.09616559373
95,2022-12-31,46616.679484629734,44634.17671702955,46934.43909781107,46497.64579898278,46731.24082920224,-834.1746479331822,-834.1746479331822,-834.1746479331822,-834.1746479331822,-834.1746479331822,-834.1746479331822,0.0,0.0,0.0,45782.50483669655
96,2023-01-31,47044.48664471515,45746.86535275304,47997.31746668346,46919.07418520856,47164.18587261674,-169.02899284692987,-169.02899284692987,-169.02899284692987,-169.02899284692987,-169.02899284692987,-169.02899284692987,0.0,0.0,0.0,46875.45765186822
97,2023-02-28,47430.893111889076,44827.48413710311,47033.961289970364,47301.28472439518,47556.687846776455,-1454.5460374562238,-1454.5460374562238,-1454.5460374562238,-1454.5460374562238,-1454.5460374562238,-1454.5460374562238,0.0,0.0,0.0,45976.34707443285
98,2023-03-31,47858.70027197448,47869.395083719646,50173.76501001959,47723.620820317905,47987.22571196037,1185.040638541654,1185.040638541654,1185.040638541654,1185.040638541654,1185.040638541654,1185.040638541654,0.0,0.0,0.0,49043.740910516135
99,2023-04-30,48272.70720108939,47880.16279582992,50193.12127922234,48130.96566685981,48407.41949628367,698.9692016860947,698.9692016860947,698.9692016860947,698.9692016860947,698.9692016860947,698.9692016860947,0.0,0.0,0.0,48971.67640277548
100,2023-05-31,48700.514361174806,48202.793199157284,50517.55227472303,48552.89952045747,48840.878903794575,693.9756681685328,693.9756681685328,693.9756681685328,693.9756681685328,693.9756681685328,693.9756681685328,0.0,0.0,0.0,49394.49002934334
101,2023-06-30,49114.521290289726,47543.73332192858,49831.06922605626,48960.36352266283,49260.28135998611,-386.9971942476455,-386.9971942476455,-386.9971942476455,-386.9971942476455,-386.9971942476455,-386.9971942476455,0.0,0.0,0.0,48727.52409604208
102,2023-07-31,49542.328450375135,48966.03601433913,51328.73953557368,49383.592489905874,49693.52528139087,718.226766328627,718.226766328627,718.226766328627,718.226766328627,718.226766328627,718.226766328627,0.0,0.0,0.0,50260.55521670376
103,2023-08-31,49970.135610460544,48197.36849308122,50447.47632174892,49804.94794015479,50127.00405534046,-676.703851817417,-676.703851817417,-676.703851817417,-676.703851817417,-676.703851817417,-676.703851817417,0.0,0.0,0.0,49293.43175864313
104,2023-09-30,50384.142539575456,49406.86485323984,51823.05719049042,50212.94186349124,50546.91564678576,257.4865302942665,257.4865302942665,257.4865302942665,257.4865302942665,257.4865302942665,257.4865302942665,0.0,0.0,0.0,50641.62906986972
105,2023-10-31,50811.94969966087,48903.46517868456,51263.771791196734,50635.528300025566,50980.98681438451,-706.9339967441296,-706.9339967441296,-706.9339967441296,-706.9339967441296,-706.9339967441296,-706.9339967441296,0.0,0.0,0.0,50105.015702916746
106,2023-11-30,51225.956628775784,49905.03687094472,52226.43832098893,51043.395110831974,51400.884757045,-120.33489719433551,-120.33489719433551,-120.33489719433551,-120.33489719433551,-120.33489719433551,-120.33489719433551,0.0,0.0,0.0,51105.62173158145
107,2023-12-31,51653.76378886119,49720.052362132024,51929.21152004249,51465.92701848298,51832.85205793688,-846.8351090549272,-846.8351090549272,-846.8351090549272,-846.8351090549272,-846.8351090549272,-846.8351090549272,0.0,0.0,0.0,50806.92867980627
108,2024-01-31,52081.5709489466,50824.913699645964,53055.01847306802,51886.10042917694,52266.80518077168,-137.91328937809658,-137.91328937809658,-137.91328937809658,-137.91328937809658,-137.91328937809658,-137.91328937809658,0.0,0.0,0.0,51943.657659568504
109,2024-02-29,52481.777647091025,51189.54857384146,53523.56830980517,52282.135221905184,52674.08368733927,-124.12140300341673,-124.12140300341673,-124.12140300341673,-124.12140300341673,-124.12140300341673,-124.12140300341673,0.0,0.0,0.0,52357.65624408761
110,2024-03-31,52909.58480717644,51910.48014492225,54332.87280986661,52703.12636764154,53108.54793605062,262.8439872571844,262.8439872571844,262.8439872571844,262.8439872571844,262.8439872571844,262.8439872571844,0.0,0.0,0.0,53172.428794433625
